character_name,traits,category
Robert John Burke,"['is_male', 'is_actor']",Acting
Eva Röse,"['is_female', 'is_actor']",Acting
Douglas Smith,"['is_male', 'is_actor']",Acting
Yvette Monreal,"['is_female', 'is_actor']",Acting
Catherine Dent,"['is_female', 'is_actor']",Acting
Juliette Pardau,"['is_female', 'is_actor']",Acting
Megyn Price,"['is_female', 'is_actor']",Acting
Taral Hicks,"['is_female', 'is_actor']",Acting
Leigh Whannell,"['is_male', 'is_writer']",Writing
Reina Ueda,"['is_female', 'is_actor']",Acting
Takao Osawa,"['is_male', 'is_actor']",Acting
Laurence Naismith,"['is_male', 'is_actor']",Acting
Rosa Diletta Rossi,"['is_female', 'is_actor']",Acting
Masataka Kubota,"['is_male', 'is_actor']",Acting
Beth Broderick,"['is_female', 'is_actor']",Acting
Diana Bentley,"['is_female', 'is_actor']",Acting
Ward Bond,"['is_male', 'is_actor']",Acting
Kyra Zagorsky,"['is_female', 'is_actor']",Acting
Tina Casciani,"['is_female', 'is_actor']",Acting
Zosia Mamet,"['is_female', 'is_actor']",Acting
Rachel Skarsten,"['is_female', 'is_actor']",Acting
Chris Owen,"['is_male', 'is_actor']",Acting
Maya Stojan,"['is_female', 'is_actor']",Acting
Junya Enoki,"['is_male', 'is_actor']",Acting
Dafne Keen,"['is_female', 'is_actor']",Acting
Miranda May,"['is_female', 'is_actor']",Acting
Tracy Scoggins,"['is_female', 'is_actor']",Acting
Rebecca Rittenhouse,"['is_female', 'is_actor']",Acting
Casey Affleck,"['is_male', 'is_actor']",Acting
Jing Chao,"['is_male', 'is_actor']",Acting
Maeve Dermody,"['is_female', 'is_actor']",Acting
Skye McCole Bartusiak,"['is_female', 'is_actor']",Acting
Charles Vandervaart,"['is_male', 'is_actor']",Acting
Jorge Lendeborg Jr.,"['is_male', 'is_actor']",Acting
Kevin Peter Hall,"['is_male', 'is_actor']",Acting
Amanda Peterson,"['is_female', 'is_actor']",Acting
Rob Brown,"['is_male', 'is_actor']",Acting
Jacque Gray,"['is_female', 'is_actor']",Acting
Tom Wisdom,"['is_male', 'is_actor']",Acting
Elena Lyons,"['is_female', 'is_actor']",Acting
Richard McCabe,"['is_male', 'is_actor']",Acting
Heidi Gardner,"['is_female', 'is_actor']",Acting
Vince Vieluf,"['is_male', 'is_actor']",Acting
Paris Warner,"['is_female', 'is_actor']",Acting
Connor Jessup,"['is_male', 'is_actor']",Acting
Velislav Pavlov,"['is_male', 'is_actor']",Acting
Joel McCrea,"['is_male', 'is_actor']",Acting
Lee Kwang-soo,"['is_male', 'is_actor']",Acting
Ahsaas Channa,"['is_female', 'is_actor']",Acting
Will Beinbrink,"['is_male', 'is_actor']",Acting
Will Beinbrink,"['is_male', 'is_actor']",Acting
Lili Sepe,"['is_female', 'is_actor']",Acting
Elmira Arikan,"['is_female', 'is_actor']",Acting
Chan Ho-Man,"['is_male', 'is_actor']",Acting
Risa Taneda,"['is_female', 'is_actor']",Acting
Leo Howard,"['is_male', 'is_actor']",Acting
Jeon Hye-jin,"['is_female', 'is_actor']",Acting
Nicole Ari Parker,"['is_female', 'is_actor']",Acting
Ali Gözüşirin,"['is_male', 'is_actor']",Acting
Nao Toyama,"['is_female', 'is_actor']",Acting
Julie K. Smith,"['is_female', 'is_actor']",Acting
Jeon Soo-jin,"['is_female', 'is_actor']",Acting
Billie Lourd,"['is_female', 'is_actor']",Acting
Kevin Chapman,"['is_male', 'is_actor']",Acting
Leanne Best,"['is_female', 'is_actor']",Acting
Engin Öztürk,"['is_male', 'is_actor']",Acting
Rory Kinnear,"['is_male', 'is_actor']",Acting
Wong Kar-wai,"['is_male', 'is_director']",Directing
Sunita Mani,"['is_female', 'is_actor']",Acting
Prabhas,"['is_male', 'is_actor']",Acting
Will Fletcher,"['is_male', 'is_actor']",Acting
Daniella Monet,"['is_female', 'is_actor']",Acting
Peter Mensah,"['is_male', 'is_actor']",Acting
David Hyde Pierce,"['is_male', 'is_actor']",Acting
Liza Soberano,"['is_female', 'is_actor']",Acting
Louis Hofmann,"['is_male', 'is_actor']",Acting
Carmen Ejogo,"['is_female', 'is_actor']",Acting
Zineb Triki,"['is_female', 'is_actor']",Acting
Elina Löwensohn,"['is_female', 'is_actor']",Acting
Natali Yura,"['is_female', 'is_actor']",Acting
Sofia Rosinsky,"['is_female', 'is_actor']",Acting
Serkan Çayoğlu,"['is_male', 'is_actor']",Acting
Anna Smołowik,"['is_female', 'is_actor']",Acting
Algee Smith,"['is_male', 'is_actor']",Acting
Reid Scott,"['is_male', 'is_actor']",Acting
Murray Hamilton,"['is_male', 'is_actor']",Acting
Franck Gastambide,"['is_male', 'is_actor']",Acting
Nancy Marchand,"['is_female', 'is_actor']",Acting
Dorian Missick,"['is_male', 'is_actor']",Acting
Fran Kranz,"['is_male', 'is_actor']",Acting
Meera Rohit Kumbhani,"['is_female', 'is_actor']",Acting
Hélène Zimmer,"['is_female', 'is_writer']",Writing
Chris Pontius,"['is_male', 'is_actor']",Acting
Erin Kellyman,"['is_female', 'is_actor']",Acting
Suzee Pai,"['is_female', 'is_actor']",Acting
Kathleen Barr,"['is_female', 'is_actor']",Acting
Maluma,"['is_male', 'is_actor']",Acting
Calli Taylor,"['is_female', 'is_actor']",Acting
Aya Ueto,"['is_female', 'is_actor']",Acting
Kate del Castillo,"['is_female', 'is_actor']",Acting
Lady Gaga,"['is_female', 'is_actor']",Acting
Lloyd Owen,"['is_male', 'is_actor']",Acting
Min Tae-hyeon,"['is_male', 'is_actor']",Acting
Jordan Elsass,"['is_male', 'is_actor']",Acting
Oh Yeon-soo,"['is_female', 'is_actor']",Acting
Karen Mok,"['is_female', 'is_actor']",Acting
Kate Nauta,"['is_female', 'is_actor']",Acting
Leyla Lydia Tuğutlu,"['is_female', 'is_actor']",Acting
Veronica Falcón,"['is_female', 'is_actor']",Acting
Kimberley Nixon,"['is_female', 'is_actor']",Acting
Dyan Cannon,"['is_female', 'is_actor']",Acting
Isabella Leong,"['is_female', 'is_actor']",Acting
Kang Ye-won,"['is_female', 'is_actor']",Acting
Yoon Park,"['is_male', 'is_actor']",Acting
Lillo Brancato,"['is_male', 'is_actor']",Acting
Selina Cadell,"['is_female', 'is_actor']",Acting
Shirley Stelfox,"['is_female', 'is_actor']",Acting
Gary Dourdan,"['is_male', 'is_actor']",Acting
Reiko Aylesworth,"['is_female', 'is_actor']",Acting
Karin Viard,"['is_female', 'is_actor']",Acting
Darren McGavin,"['is_male', 'is_actor']",Acting
Darcy Rose Byrnes,"['is_female', 'is_actor']",Acting
Jordan Nagai,"['is_male', 'is_actor']",Acting
Peter Strauss,"['is_male', 'is_actor']",Acting
Jim Cash,"['is_male', 'is_writer']",Writing
Nora Dunn,"['is_female', 'is_actor']",Acting
Kelli Berglund,"['is_female', 'is_actor']",Acting
Danielle Burgio,"['is_female', 'is_actor']",Acting
Roberto Enríquez,"['is_male', 'is_actor']",Acting
Manami Higa,"['is_female', 'is_actor']",Acting
Burt Lancaster,"['is_male', 'is_actor']",Acting
Roy Chiu,"['is_male', 'is_actor']",Acting
Sydney Park,"['is_female', 'is_actor']",Acting
Nazifa Tushi,"['is_female', 'is_actor']",Acting
Eric Johnson,"['is_male', 'is_actor']",Acting
Anna Konno,"['is_female', 'is_actor']",Acting
Park Seo-jun,"['is_male', 'is_actor']",Acting
Fumie Hosokawa,"['is_female', 'is_actor']",Acting
H. Jon Benjamin,"['is_male', 'is_actor']",Acting
Chris Vance,"['is_male', 'is_actor']",Acting
Madison De La Garza,"['is_female', 'is_actor']",Acting
Leigh Taylor-Young,"['is_female', 'is_actor']",Acting
Jake Lloyd,"['is_male', 'is_actor']",Acting
Shari Solanis,"['is_female', 'is_actor']",Acting
Timothy Carhart,"['is_male', 'is_actor']",Acting
Christopher Daniel Barnes,"['is_male', 'is_actor']",Acting
Jon Gries,"['is_male', 'is_actor']",Acting
Sharon Tate,"['is_female', 'is_actor']",Acting
Werner Herzog,"['is_male', 'is_director']",Directing
Liz Vassey,"['is_female', 'is_actor']",Acting
Charlie Barnett,"['is_male', 'is_actor']",Acting
Chino Darín,"['is_male', 'is_actor']",Acting
Oliver Ford Davies,"['is_male', 'is_actor']",Acting
Lee Il-hwa,"['is_female', 'is_actor']",Acting
Jon Morrison,"['is_male', 'is_actor']",Acting
Olivier Barthélémy,"['is_male', 'is_actor']",Acting
Mika Hijii,"['is_female', 'is_actor']",Acting
Jason Watkins,"['is_male', 'is_actor']",Acting
An Yuexi,"['is_female', 'is_actor']",Acting
Renee O'Connor,"['is_female', 'is_actor']",Acting
Wu Jiayi,"['is_female', 'is_actor']",Acting
Georgina Leeming,"['is_female', 'is_actor']",Acting
Ryunosuke Kamiki,"['is_male', 'is_actor']",Acting
Rachel Miner,"['is_female', 'is_actor']",Acting
Beni Ninagawa,"['is_female', 'is_actor']",Acting
Lee Jun-ho,"['is_male', 'is_actor']",Acting
Pål Sverre Hagen,"['is_male', 'is_actor']",Acting
Joy Bryant,"['is_female', 'is_actor']",Acting
Debbie Reynolds,"['is_female', 'is_actor']",Acting
Ville Haapasalo,"['is_male', 'is_actor']",Acting
Struan Rodger,"['is_male', 'is_actor']",Acting
Leila George,"['is_female', 'is_actor']",Acting
Sean Bridgers,"['is_male', 'is_actor']",Acting
Carolina Miranda,"['is_female', 'is_actor']",Acting
Dhanveer Gowda,"['is_male', 'is_actor']",Acting
Yukana,"['is_female', 'is_actor']",Acting
Malgorzata Gebel,"['is_female', 'is_actor']",Acting
Begoña Vargas,"['is_female', 'is_actor']",Acting
Rose Williams,"['is_female', 'is_actor']",Acting
Sam J. Jones,"['is_male', 'is_actor']",Acting
Alexis Dziena,"['is_female', 'is_actor']",Acting
Natasha Esca,"['is_female', 'is_actor']",Acting
Julie Andrews,"['is_female', 'is_actor']",Acting
Arian Moayed,"['is_male', 'is_actor']",Acting
Iggy Pop,"['is_male', 'is_actor']",Acting
Mitch Pileggi,"['is_male', 'is_actor']",Acting
Büşra Pekin,"['is_female', 'is_actor']",Acting
Jonathan Taylor Thomas,"['is_male', 'is_actor']",Acting
Mikako Tabe,"['is_female', 'is_actor']",Acting
Donal Gibson,"['is_male', 'is_actor']",Acting
Richard Stahl,"['is_male', 'is_actor']",Acting
Tamara Mazarrasa,"['is_female', 'is_actor']",Acting
Kim Miyori,"['is_female', 'is_actor']",Acting
Fanny Leander Bornedal,"['is_female', 'is_actor']",Acting
Miranda Rae Mayo,"['is_female', 'is_actor']",Acting
Hokuto Matsumura,"['is_male', 'is_actor']",Acting
Jennifer Lyons,"['is_female', 'is_actor']",Acting
Richard Burton,"['is_male', 'is_actor']",Acting
Michelle Mylett,"['is_female', 'is_actor']",Acting
Lee Mi-yeon,"['is_female', 'is_actor']",Acting
Barrie Ingham,"['is_male', 'is_actor']",Acting
Bryan Dechart,"['is_male', 'is_actor']",Acting
Matleena Kuusniemi,"['is_female', 'is_actor']",Acting
Paco Tous,"['is_male', 'is_actor']",Acting
Poppy Corby-Tuech,"['is_female', 'is_actor']",Acting
Peter Gadiot,"['is_male', 'is_actor']",Acting
Olivia Steele-Falconer,"['is_female', 'is_actor']",Acting
Lucy Lee Flippin,"['is_female', 'is_actor']",Acting
Belita Moreno,"['is_female', 'is_actor']",Acting
Eugene Byrd,"['is_male', 'is_actor']",Acting
Kari Byron,"['is_female', 'is_actor']",Acting
Mickie McGowan,"['is_female', 'is_actor']",Acting
Zeljko Ivanek,"['is_male', 'is_actor']",Acting
Saundra Santiago,"['is_female', 'is_actor']",Acting
Taylor Momsen,"['is_female', 'is_actor']",Acting
Miloš Forman,"['is_male', 'is_director']",Directing
Patrick Bauchau,"['is_male', 'is_actor']",Acting
Sophie Thompson,"['is_female', 'is_actor']",Acting
Kierston Wareing,"['is_female', 'is_actor']",Acting
James Doohan,"['is_male', 'is_actor']",Acting
E. R. Fightmaster,['is_actor'],Acting
Rake Yohn,"['is_male', 'is_actor']",Acting
Elisha Henig,"['is_male', 'is_actor']",Acting
Esmé Bianco,"['is_female', 'is_actor']",Acting
Don McManus,"['is_male', 'is_actor']",Acting
Scott Patterson,"['is_male', 'is_actor']",Acting
Wallis Day,"['is_female', 'is_actor']",Acting
Akiva Goldsman,"['is_male', 'is_writer']",Writing
Rina Sato,"['is_female', 'is_actor']",Acting
Forrest Goodluck,"['is_male', 'is_actor']",Acting
Forrest Goodluck,"['is_male', 'is_actor']",Acting
Justine Wachsberger,"['is_female', 'is_actor']",Acting
Josefin Asplund,"['is_female', 'is_actor']",Acting
David Zucker,"['is_male', 'is_producer']",Production
Yang Dong-geun,"['is_male', 'is_actor']",Acting
Rosalba Neri,"['is_female', 'is_actor']",Acting
Carmen Argenziano,"['is_male', 'is_actor']",Acting
Lilly Wachowski,"['is_female', 'is_writer']",Writing
Matthew Wood,"['is_male', 'is_musician']",Sound
Royal Dano,"['is_male', 'is_actor']",Acting
Miyu Tomita,"['is_female', 'is_actor']",Acting
Siena Agudong,"['is_female', 'is_actor']",Acting
Ksenia Solo,"['is_female', 'is_actor']",Acting
Kate Ashfield,"['is_female', 'is_actor']",Acting
Synnøve Karlsen,"['is_female', 'is_actor']",Acting
Isaac Hempstead-Wright,"['is_male', 'is_actor']",Acting
Kim Myung-min,"['is_male', 'is_actor']",Acting
Eliana Jones,"['is_female', 'is_actor']",Acting
Asaka Seto,"['is_female', 'is_actor']",Acting
Susan Player,"['is_female', 'is_actor']",Acting
Ryotaro Okiayu,"['is_male', 'is_actor']",Acting
Aleksey Demidov,"['is_male', 'is_actor']",Acting
Loes Haverkort,"['is_female', 'is_actor']",Acting
Sofya Ernst,"['is_female', 'is_actor']",Acting
Amy Bailey,"['is_female', 'is_actor']",Acting
Magnús Scheving,"['is_male', 'is_actor']",Acting
Natalia Verbeke,"['is_female', 'is_actor']",Acting
Celil Nalçakan,"['is_male', 'is_actor']",Acting
Junko Takeuchi,"['is_female', 'is_actor']",Acting
Juliana Harkavy,"['is_female', 'is_actor']",Acting
Taiga Nakano,"['is_male', 'is_actor']",Acting
Charles Michael Davis,"['is_male', 'is_actor']",Acting
Fatih Artman,"['is_male', 'is_actor']",Acting
Iwan Rheon,"['is_male', 'is_actor']",Acting
Aditya Roy Kapur,"['is_male', 'is_actor']",Acting
Calum Worthy,"['is_male', 'is_actor']",Acting
Yen Cheng-kuo,"['is_male', 'is_actor']",Acting
Cassandra Peterson,"['is_female', 'is_actor']",Acting
Duygu Yetiş,"['is_female', 'is_actor']",Acting
Curran Walters,"['is_male', 'is_actor']",Acting
Olivia Pascal,"['is_female', 'is_actor']",Acting
Andrea Elson,"['is_female', 'is_actor']",Acting
Nazanin Homa,"['is_female', 'is_actor']",Acting
Olivier Rabourdin,"['is_male', 'is_actor']",Acting
Martin Cummins,"['is_male', 'is_actor']",Acting
Kevin Jamal Woods,"['is_male', 'is_actor']",Acting
Allie MacDonald,"['is_female', 'is_actor']",Acting
Debbie Gibson,"['is_female', 'is_actor']",Acting
Gina Ravera,"['is_female', 'is_actor']",Acting
Kat Foster,"['is_female', 'is_actor']",Acting
Matthew Mercer,"['is_male', 'is_actor']",Acting
Matt Gerald,"['is_male', 'is_actor']",Acting
Stephen Campbell Moore,"['is_male', 'is_actor']",Acting
June Squibb,"['is_female', 'is_actor']",Acting
Momo Hirai,"['is_female', 'is_actor']",Acting
Adam Hagenbuch,"['is_male', 'is_actor']",Acting
Anne-Marie Johnson,"['is_female', 'is_actor']",Acting
Jennie Jacques,"['is_female', 'is_actor']",Acting
Benjamin Mascolo,"['is_male', 'is_actor']",Acting
Boaz Yakin,"['is_male', 'is_writer']",Writing
Sairi Ito,"['is_female', 'is_actor']",Acting
Ece Uslu,"['is_female', 'is_actor']",Acting
Galadriel Stineman,"['is_female', 'is_actor']",Acting
David Dastmalchian,"['is_male', 'is_actor']",Acting
Marshall Williams,"['is_male', 'is_actor']",Acting
James Dean,"['is_male', 'is_actor']",Acting
Koo Kyo-hwan,"['is_male', 'is_actor']",Acting
Colin O'Donoghue,"['is_male', 'is_actor']",Acting
Diana Terranova,"['is_female', 'is_actor']",Acting
Jack Coleman,"['is_male', 'is_actor']",Acting
Andrew Bryniarski,"['is_male', 'is_actor']",Acting
Kelsey Crane,"['is_female', 'is_actor']",Acting
Julie Lott,"['is_female', 'is_actor']",Acting
Yuki Amami,"['is_female', 'is_actor']",Acting
Krit Amnuaydechkorn,"['is_male', 'is_actor']",Acting
Song Il-gook,"['is_male', 'is_actor']",Acting
Boris McGiver,"['is_male', 'is_actor']",Acting
Emma Sehested Høeg,"['is_female', 'is_actor']",Acting
Brion James,"['is_male', 'is_actor']",Acting
Bodil Joensen,"['is_female', 'is_actor']",Acting
Amanda Blake,"['is_female', 'is_actor']",Acting
Amandla Stenberg,"['is_female', 'is_actor']",Acting
Claire Rankin,"['is_female', 'is_actor']",Acting
Yoon Kyun-sang,"['is_male', 'is_actor']",Acting
Peyton Alex Smith,"['is_male', 'is_actor']",Acting
Rie Tomosaka,"['is_female', 'is_actor']",Acting
Alessandro Momo,"['is_male', 'is_actor']",Acting
Mia Zottoli,"['is_female', 'is_actor']",Acting
Bob Sapp,"['is_male', 'is_actor']",Acting
Aleyse Shannon,"['is_female', 'is_actor']",Acting
Richard Wilson,"['is_male', 'is_actor']",Acting
Marion Ross,"['is_female', 'is_actor']",Acting
Maurice Compte,"['is_male', 'is_actor']",Acting
Audrey Esparza,"['is_female', 'is_actor']",Acting
Kay Lenz,"['is_female', 'is_actor']",Acting
Peter Segal,"['is_male', 'is_director']",Directing
Valentina Zenere,"['is_female', 'is_actor']",Acting
Nathan Barnatt,"['is_male', 'is_actor']",Acting
Simon Woods,"['is_male', 'is_actor']",Acting
David Marciano,"['is_male', 'is_actor']",Acting
David Marciano,"['is_male', 'is_actor']",Acting
Chen-Ling Wen,"['is_female', 'is_actor']",Acting
Emily Hampshire,"['is_female', 'is_actor']",Acting
Daniel Edward Mora,"['is_male', 'is_actor']",Acting
Angela Lansbury,"['is_female', 'is_actor']",Acting
Sarp Bozkurt,['is_actor'],Acting
Supassra Thanachat,"['is_female', 'is_actor']",Acting
Parth Thakerar,"['is_male', 'is_actor']",Acting
Bahar Erdeniz,"['is_female', 'is_actor']",Acting
Eugene Cordero,"['is_male', 'is_actor']",Acting
Esther Garrel,"['is_female', 'is_actor']",Acting
Tori Matsuzaka,"['is_male', 'is_actor']",Acting
Kerry Cahill,"['is_female', 'is_actor']",Acting
Harry Lennix,"['is_male', 'is_actor']",Acting
Mina Sundwall,"['is_female', 'is_actor']",Acting
Kim Jae-hwa,"['is_female', 'is_actor']",Acting
Sarah-Jane Redmond,"['is_female', 'is_actor']",Acting
Leah Lewis,"['is_female', 'is_actor']",Acting
Lindsey McKeon,"['is_female', 'is_actor']",Acting
Deborah Richter,"['is_female', 'is_actor']",Acting
Arlene Dahl,"['is_female', 'is_actor']",Acting
Go Gyu-pil,"['is_male', 'is_actor']",Acting
Angela Mao Ying,"['is_female', 'is_actor']",Acting
Paris Berelc,"['is_female', 'is_actor']",Acting
Maureen O'Sullivan,"['is_female', 'is_actor']",Acting
Paul Anka,"['is_male', 'is_actor']",Acting
Leland Orser,"['is_male', 'is_actor']",Acting
Gordon Liu Chia-Hui,"['is_male', 'is_actor']",Acting
Bo Svenson,"['is_male', 'is_actor']",Acting
Gaspar Noé,"['is_male', 'is_director']",Directing
Stanislav Yanevski,"['is_male', 'is_actor']",Acting
Jonas Nay,"['is_male', 'is_actor']",Acting
Tara Spencer-Nairn,"['is_female', 'is_actor']",Acting
Cleavon Little,"['is_male', 'is_actor']",Acting
Karin Dor,"['is_female', 'is_actor']",Acting
Jeff Wilbusch,"['is_male', 'is_actor']",Acting
Madison Lawlor,"['is_female', 'is_actor']",Acting
Howard Hesseman,"['is_male', 'is_actor']",Acting
Shieri Ohata,"['is_female', 'is_actor']",Acting
Kang Seung-yoon,"['is_male', 'is_actor']",Acting
Hitoe Ootake,"['is_female', 'is_actor']",Acting
Jakub Gierszał,"['is_male', 'is_actor']",Acting
Tristan Göbel,"['is_male', 'is_actor']",Acting
Carmen Serano,"['is_female', 'is_actor']",Acting
Kurt Wimmer,"['is_male', 'is_writer']",Writing
Amanda Brugel,"['is_female', 'is_actor']",Acting
Masakazu Tamura,"['is_male', 'is_actor']",Acting
Irina Shayk,"['is_female', 'is_actor']",Acting
Barrett Carnahan,"['is_male', 'is_actor']",Acting
Ahn Min-sang,"['is_male', 'is_actor']",Acting
David Costabile,"['is_male', 'is_actor']",Acting
John Castle,"['is_male', 'is_actor']",Acting
Simon J. Berger,"['is_male', 'is_actor']",Acting
Travis Van Winkle,"['is_male', 'is_actor']",Acting
Ines Lutz,"['is_female', 'is_actor']",Acting
Pamela Gidley,"['is_female', 'is_actor']",Acting
Park Ji-bin,"['is_male', 'is_actor']",Acting
Nora Zehetner,"['is_female', 'is_actor']",Acting
Whip Hubley,"['is_male', 'is_actor']",Acting
Sophie Simnett,"['is_female', 'is_actor']",Acting
Scott Derrickson,"['is_male', 'is_director']",Directing
Son Sang-yeon,"['is_male', 'is_actor']",Acting
Olivia Macklin,"['is_female', 'is_actor']",Acting
Christine Evangelista,"['is_female', 'is_actor']",Acting
Chris William Martin,"['is_male', 'is_actor']",Acting
Ángela Molina,"['is_female', 'is_actor']",Acting
Roger Bart,"['is_male', 'is_actor']",Acting
Dennis Dugan,"['is_male', 'is_actor']",Acting
Will Tilston,"['is_male', 'is_actor']",Acting
Grace Dove,"['is_female', 'is_actor']",Acting
Ahna O'Reilly,"['is_female', 'is_actor']",Acting
Cristina Garavaglia,"['is_female', 'is_actor']",Acting
Park Seo-ham,"['is_male', 'is_actor']",Acting
Jung Il-woo,"['is_male', 'is_actor']",Acting
Adina Porter,"['is_female', 'is_actor']",Acting
Rie Miyazawa,"['is_female', 'is_actor']",Acting
Gizem Erdogan,"['is_female', 'is_actor']",Acting
Crystal Mudry,['is_female'],Crew
Buddy Hackett,"['is_male', 'is_actor']",Acting
Wu Haoze,"['is_male', 'is_actor']",Acting
Marc Bendavid,"['is_male', 'is_actor']",Acting
Ryan O'Nan,"['is_male', 'is_actor']",Acting
Stuart Beattie,"['is_male', 'is_writer']",Writing
Helmut Berger,"['is_male', 'is_actor']",Acting
Rebecca Henderson,"['is_female', 'is_actor']",Acting
Jolene Anderson,"['is_female', 'is_actor']",Acting
Nick Roux,"['is_male', 'is_actor']",Acting
Wrenn Schmidt,"['is_female', 'is_actor']",Acting
Kym Whitley,"['is_female', 'is_actor']",Acting
Şebnem Dönmez,"['is_female', 'is_actor']",Acting
Lesley Ann Warren,"['is_female', 'is_actor']",Acting
Dianne Doan,"['is_female', 'is_actor']",Acting
Yolanthe Cabau,"['is_female', 'is_actor']",Acting
Nicolas Gob,"['is_male', 'is_actor']",Acting
Judy Landers,"['is_female', 'is_actor']",Acting
Lamorne Morris,"['is_male', 'is_actor']",Acting
Katsuyuki Konishi,"['is_male', 'is_actor']",Acting
Jakub Sasak,"['is_male', 'is_actor']",Acting
Lee Sung-wook,"['is_male', 'is_actor']",Acting
Gregg Sulkin,"['is_male', 'is_actor']",Acting
Michelle Phillips,"['is_female', 'is_actor']",Acting
Andreas Wisniewski,"['is_male', 'is_actor']",Acting
Laia Manzanares,"['is_female', 'is_actor']",Acting
Luke Macfarlane,"['is_male', 'is_actor']",Acting
Eriko Hatsune,"['is_female', 'is_actor']",Acting
Jeb Stuart,"['is_male', 'is_writer']",Writing
Ayami Nakajo,"['is_female', 'is_actor']",Acting
Yuichi Nakamura,"['is_male', 'is_actor']",Acting
Ed Quinn,"['is_male', 'is_actor']",Acting
Jacky Lai,"['is_female', 'is_actor']",Acting
Audra McDonald,"['is_female', 'is_actor']",Acting
Bob Newhart,"['is_male', 'is_actor']",Acting
Ray Milland,"['is_male', 'is_actor']",Acting
Common,"['is_male', 'is_actor']",Acting
Chinnarat Siriphongchawalit,"['is_male', 'is_actor']",Acting
Jason Ralph,"['is_male', 'is_actor']",Acting
Ryoko Shinohara,"['is_female', 'is_actor']",Acting
Matthew Kevin Anderson,"['is_male', 'is_actor']",Acting
Lee Yu-bi,"['is_female', 'is_actor']",Acting
Peter Tait,"['is_male', 'is_actor']",Acting
Woo Hee-jin,"['is_female', 'is_actor']",Acting
Alex Roe,"['is_male', 'is_actor']",Acting
Ryan Potter,"['is_male', 'is_actor']",Acting
King Shih-Chieh,"['is_male', 'is_actor']",Acting
Melise,"['is_female', 'is_actor']",Acting
Mahiro Takasugi,"['is_male', 'is_actor']",Acting
Zhai Zilu,"['is_male', 'is_actor']",Acting
David Ajala,"['is_male', 'is_actor']",Acting
Tom Milanovich,"['is_male', 'is_actor']",Acting
Dinita Gohil,"['is_female', 'is_actor']",Acting
Michaela Conlin,"['is_female', 'is_actor']",Acting
Harve Presnell,"['is_male', 'is_actor']",Acting
Ariana Guerra,"['is_female', 'is_actor']",Acting
Kim So-eun,"['is_female', 'is_actor']",Acting
Jill St. John,"['is_female', 'is_actor']",Acting
Ryan Donowho,"['is_male', 'is_actor']",Acting
Carla Díaz,"['is_female', 'is_actor']",Acting
Tong Liya,"['is_female', 'is_actor']",Acting
Park Myung-hoon,"['is_male', 'is_actor']",Acting
Zoya Berber,"['is_female', 'is_actor']",Acting
Ramon Estevez,"['is_male', 'is_actor']",Acting
Mercedes McNab,"['is_female', 'is_actor']",Acting
Slim Pickens,"['is_male', 'is_actor']",Acting
Trine Dyrholm,"['is_female', 'is_actor']",Acting
Kingston Foster,"['is_female', 'is_actor']",Acting
Danny Webb,"['is_male', 'is_actor']",Acting
Subaru Kimura,"['is_male', 'is_actor']",Acting
Isaiah Washington,"['is_male', 'is_actor']",Acting
Elora Españo,"['is_female', 'is_actor']",Acting
Jun Miho,"['is_female', 'is_actor']",Acting
Marta Martin,"['is_female', 'is_actor']",Acting
Danielle Bisutti,"['is_female', 'is_actor']",Acting
Jesse Borrego,"['is_male', 'is_actor']",Acting
Aida Folch,"['is_female', 'is_actor']",Acting
Corey Feldman,"['is_male', 'is_actor']",Acting
Srinidhi Shetty,"['is_female', 'is_actor']",Acting
Han Jung-soo,"['is_male', 'is_actor']",Acting
Lolita Davidovich,"['is_female', 'is_actor']",Acting
Lee Tae-im,"['is_female', 'is_actor']",Acting
Deniz Celiloğlu,"['is_male', 'is_actor']",Acting
George Cheung,"['is_male', 'is_actor']",Acting
Bob Balaban,"['is_male', 'is_actor']",Acting
Naomi Ackie,"['is_female', 'is_actor']",Acting
Ed Flanders,"['is_male', 'is_actor']",Acting
Michelle Hu,"['is_female', 'is_actor']",Acting
Emerson Brooks,"['is_male', 'is_actor']",Acting
Martin Klebba,"['is_male', 'is_actor']",Acting
Olaf Johannessen,"['is_male', 'is_actor']",Acting
Vincent Lindon,"['is_male', 'is_actor']",Acting
Katerina Kovalchuk,"['is_female', 'is_actor']",Acting
Zofia Wichłacz,"['is_female', 'is_actor']",Acting
Makoto Furukawa,"['is_male', 'is_actor']",Acting
Sonya Walger,"['is_female', 'is_actor']",Acting
Elizabeth Thai,"['is_female', 'is_actor']",Acting
Diana Pang,"['is_female', 'is_actor']",Acting
Mindy Cohn,"['is_female', 'is_actor']",Acting
Josh Charles,"['is_male', 'is_actor']",Acting
Tuğçe Kumral,"['is_female', 'is_actor']",Acting
Tilda Cobham-Hervey,"['is_female', 'is_actor']",Acting
Michelle Hurd,"['is_female', 'is_actor']",Acting
Michelle Hurd,"['is_female', 'is_actor']",Acting
Kim Ji-young,"['is_female', 'is_actor']",Acting
Vin Zhang,"['is_male', 'is_actor']",Acting
Lee Hye-young,"['is_female', 'is_actor']",Acting
Danielle C. Ryan,"['is_female', 'is_actor']",Acting
Lee Tae-ri,"['is_male', 'is_actor']",Acting
Park Bo-young,"['is_female', 'is_actor']",Acting
Lisa Banes,"['is_female', 'is_actor']",Acting
