character_name,traits,category
Hana Magimel,"['is_female', 'is_actor']",Acting
Melia Kreiling,"['is_female', 'is_actor']",Acting
Franka Potente,"['is_female', 'is_actor']",Acting
Haley Ramm,"['is_female', 'is_actor']",Acting
Dagmara Dominczyk,"['is_female', 'is_actor']",Acting
Taegen Burns,"['is_female', 'is_actor']",Acting
James Frain,"['is_male', 'is_actor']",Acting
Cindy Miranda,"['is_female', 'is_actor']",Acting
Emeraude Toubia,"['is_female', 'is_actor']",Acting
Aomi Muyock,"['is_female', 'is_actor']",Acting
Linda Harrison,"['is_female', 'is_actor']",Acting
Sophie Nélisse,"['is_female', 'is_actor']",Acting
Nigel Cooke,"['is_male', 'is_actor']",Acting
Cha Tae-hyun,"['is_male', 'is_actor']",Acting
Jay Mohr,"['is_male', 'is_actor']",Acting
Laine MacNeil,"['is_female', 'is_actor']",Acting
Kerry Bishé,"['is_female', 'is_actor']",Acting
Alice Carter,"['is_female', 'is_actor']",Acting
Anna Karina,"['is_female', 'is_actor']",Acting
Bailey Rose King,"['is_female', 'is_actor']",Acting
Ernie Reyes Jr.,"['is_male', 'is_actor']",Acting
Barry Tubb,"['is_male', 'is_actor']",Acting
Danny Griffin,"['is_male', 'is_actor']",Acting
Jafar Dehghan,"['is_male', 'is_actor']",Acting
Kris Kristofferson,"['is_male', 'is_actor']",Acting
Katarina Radivojević,"['is_female', 'is_actor']",Acting
J. D. Pardo,"['is_male', 'is_actor']",Acting
Fernanda Urrejola,"['is_female', 'is_actor']",Acting
Felix Mallard,"['is_male', 'is_actor']",Acting
Jesús Castro,"['is_male', 'is_actor']",Acting
Joy Harmon,"['is_female', 'is_actor']",Acting
Luke Roessler,"['is_male', 'is_actor']",Acting
Catherine Tate,"['is_female', 'is_actor']",Acting
Julián Cerati,['is_actor'],Acting
Linda Evangelista,"['is_female', 'is_actor']",Acting
Preity Zinta,"['is_female', 'is_actor']",Acting
Shalom Brune-Franklin,"['is_female', 'is_actor']",Acting
Esther Supreeleela,['is_actor'],Acting
Jane Birkin,"['is_female', 'is_actor']",Acting
Frances Fisher,"['is_female', 'is_actor']",Acting
Loletta Lee,"['is_female', 'is_actor']",Acting
Matthew Beard,"['is_male', 'is_actor']",Acting
Shannon Lee,"['is_female', 'is_actor']",Acting
Andrew Morgado,"['is_male', 'is_musician']",Sound
Kathy Baker,"['is_female', 'is_actor']",Acting
Tasuku Hatanaka,"['is_male', 'is_actor']",Acting
Alec Guinness,"['is_male', 'is_actor']",Acting
Colin Hanks,"['is_male', 'is_actor']",Acting
Alek Wek,['is_actor'],Acting
Mackenzie Astin,"['is_male', 'is_actor']",Acting
Saint Suppapong Udomkaewkanjana,"['is_male', 'is_actor']",Acting
Bai Jingting,"['is_male', 'is_actor']",Acting
Loni Anderson,"['is_female', 'is_actor']",Acting
Jang Seung-jo,"['is_male', 'is_actor']",Acting
Susan Downey,"['is_female', 'is_producer']",Production
Thomas Dekker,"['is_male', 'is_actor']",Acting
Jared Scott,"['is_male', 'is_actor']",Acting
Peter Macon,"['is_male', 'is_actor']",Acting
Millicent Simmonds,"['is_female', 'is_actor']",Acting
Richard Boone,"['is_male', 'is_actor']",Acting
Estelle Harris,"['is_female', 'is_actor']",Acting
Joanna Kerns,"['is_female', 'is_actor']",Acting
Mo Brings Plenty,"['is_male', 'is_actor']",Acting
Duncan Regehr,"['is_male', 'is_actor']",Acting
John Mahoney,"['is_male', 'is_actor']",Acting
Colton Haynes,"['is_male', 'is_actor']",Acting
Lee J. Cobb,"['is_male', 'is_actor']",Acting
Mariya Ise,"['is_female', 'is_actor']",Acting
Aymeric Jett Montaz,"['is_male', 'is_actor']",Acting
Jeong Yoo-jin,"['is_female', 'is_actor']",Acting
Jordan Bridges,"['is_male', 'is_actor']",Acting
Cristiano Ronaldo,"['is_male', 'is_actor']",Acting
Josh Radnor,"['is_male', 'is_actor']",Acting
Andrew Stevens,"['is_male', 'is_producer']",Production
Lena Klenke,"['is_female', 'is_actor']",Acting
Sylvester McCoy,"['is_male', 'is_actor']",Acting
Eric Tsang,"['is_male', 'is_actor']",Acting
Turlough Convery,"['is_male', 'is_actor']",Acting
Peter Vack,"['is_male', 'is_actor']",Acting
Matilda Ziegler,"['is_female', 'is_actor']",Acting
Victor Rivers,"['is_male', 'is_actor']",Acting
Stephanie Sigman,"['is_female', 'is_actor']",Acting
Max Wright,"['is_male', 'is_actor']",Acting
Claire Coffee,"['is_female', 'is_actor']",Acting
Dave Callaham,"['is_male', 'is_writer']",Writing
Nick E. Tarabay,"['is_male', 'is_actor']",Acting
Liam James,"['is_male', 'is_actor']",Acting
Susanna Skaggs,"['is_female', 'is_actor']",Acting
Shirley MacLaine,"['is_female', 'is_actor']",Acting
Rio Uchida,"['is_female', 'is_actor']",Acting
Ever Carradine,"['is_female', 'is_actor']",Acting
Park Ji-young,"['is_female', 'is_actor']",Acting
Andrew Keegan,"['is_male', 'is_actor']",Acting
Aimer,"['is_female', 'is_musician']",Sound
Sally Kirkland,"['is_female', 'is_actor']",Acting
Dulé Hill,"['is_male', 'is_actor']",Acting
Tyler Perry,"['is_male', 'is_actor']",Acting
Bob Hoskins,"['is_male', 'is_actor']",Acting
Hwang In-yeop,"['is_male', 'is_actor']",Acting
Dee Wallace,"['is_female', 'is_actor']",Acting
Dilara Aksüyek,"['is_female', 'is_actor']",Acting
Jung Ji-so,"['is_female', 'is_actor']",Acting
Zhang Jin,"['is_male', 'is_actor']",Acting
DJ Qualls,"['is_male', 'is_actor']",Acting
Serkay Tütüncü,['is_actor'],Acting
Coby Bird,"['is_male', 'is_actor']",Acting
Mary Ashleigh Green,"['is_female', 'is_actor']",Acting
Alan Hale Jr.,"['is_male', 'is_actor']",Acting
Efrem Zimbalist Jr.,"['is_male', 'is_actor']",Acting
Aisha Hinds,"['is_female', 'is_actor']",Acting
Eda Ece,"['is_female', 'is_actor']",Acting
Viktoriya Maslova,"['is_female', 'is_actor']",Acting
Kim Sang-ho,"['is_male', 'is_actor']",Acting
Diana Dors,"['is_female', 'is_actor']",Acting
Grace Calder,"['is_female', 'is_actor']",Acting
Brent Spiner,"['is_male', 'is_actor']",Acting
Amy Hargreaves,"['is_female', 'is_actor']",Acting
Vanessa Lee Chester,"['is_female', 'is_actor']",Acting
Nesrin Cavadzade,"['is_female', 'is_actor']",Acting
Kazuhiro Yamaji,"['is_male', 'is_actor']",Acting
Alessandro Preziosi,"['is_male', 'is_actor']",Acting
Lee Van Cleef,"['is_male', 'is_actor']",Acting
Marcus T. Paulk,"['is_male', 'is_actor']",Acting
Shin Dong-mi,"['is_female', 'is_actor']",Acting
Ingrid Thulin,"['is_female', 'is_actor']",Acting
Bergüzar Korel,"['is_female', 'is_actor']",Acting
Emily O'Brien,"['is_female', 'is_actor']",Acting
Corrine Koslo,"['is_female', 'is_actor']",Acting
Willow Shields,"['is_female', 'is_actor']",Acting
Gillian Chung,"['is_female', 'is_actor']",Acting
Alexa Nikolas,"['is_female', 'is_actor']",Acting
Kazuya Nakai,"['is_male', 'is_actor']",Acting
Han Haolin,"['is_male', 'is_actor']",Acting
Sadie Munroe,"['is_female', 'is_actor']",Acting
Rachel Brosnahan,"['is_female', 'is_actor']",Acting
Jessica Hsuan,"['is_female', 'is_actor']",Acting
Jeff Bennett,"['is_male', 'is_actor']",Acting
Kellie Shanygne Williams,"['is_female', 'is_actor']",Acting
Mike Epps,"['is_male', 'is_actor']",Acting
Enrique Iglesias,"['is_male', 'is_actor']",Acting
Ted Griffin,"['is_male', 'is_writer']",Writing
Paula Abdul,"['is_female', 'is_actor']",Acting
Jonathan Majors,"['is_male', 'is_actor']",Acting
Chelsea Field,"['is_female', 'is_actor']",Acting
Valentina Lodovini,"['is_female', 'is_actor']",Acting
Wil Wheaton,"['is_male', 'is_actor']",Acting
Ozan Dolunay,"['is_male', 'is_actor']",Acting
Kathryn McCormick,"['is_female', 'is_actor']",Acting
Cuba Gooding Jr.,"['is_male', 'is_actor']",Acting
Jonathan Demme,"['is_male', 'is_director']",Directing
Darya Rudenok,"['is_female', 'is_actor']",Acting
Taisiya Vilkova,"['is_female', 'is_actor']",Acting
Christina Ochoa,"['is_female', 'is_actor']",Acting
Kento Hayashi,"['is_male', 'is_actor']",Acting
Nikki DeLoach,"['is_female', 'is_actor']",Acting
Ren Osugi,"['is_male', 'is_actor']",Acting
Jemima West,"['is_female', 'is_actor']",Acting
Lindsey Broad,"['is_female', 'is_actor']",Acting
Jim Beaver,"['is_male', 'is_actor']",Acting
Sara Waisglass,"['is_female', 'is_actor']",Acting
Yanti Somer,"['is_female', 'is_actor']",Acting
Eric Schweig,"['is_male', 'is_actor']",Acting
Fran Drescher,"['is_female', 'is_actor']",Acting
Jason James Richter,"['is_male', 'is_actor']",Acting
Kim Seon-ho,"['is_male', 'is_actor']",Acting
Dolly Wells,"['is_female', 'is_actor']",Acting
Richard Coca,"['is_male', 'is_actor']",Acting
Amy Rutberg,"['is_female', 'is_actor']",Acting
Lauren Vélez,"['is_female', 'is_actor']",Acting
Lee Se-young,"['is_female', 'is_actor']",Acting
Olivia Cheng,"['is_female', 'is_actor']",Acting
Vondie Curtis-Hall,"['is_male', 'is_actor']",Acting
Julia Piaton,"['is_female', 'is_actor']",Acting
Akari Hoshino,"['is_female', 'is_actor']",Acting
Gary Grimes,"['is_male', 'is_actor']",Acting
Glynn Turman,"['is_male', 'is_actor']",Acting
Nicholle Tom,"['is_female', 'is_actor']",Acting
Dua Lipa,"['is_female', 'is_actor']",Acting
Keisha Castle-Hughes,"['is_female', 'is_actor']",Acting
Nona Gaye,"['is_female', 'is_actor']",Acting
Jamie Kennedy,"['is_male', 'is_actor']",Acting
Akihito Tsukushi,"['is_male', 'is_writer']",Writing
Steve Kahan,"['is_male', 'is_actor']",Acting
Kelly LeBrock,"['is_female', 'is_actor']",Acting
Margarita Levieva,"['is_female', 'is_actor']",Acting
Eli Snyder,"['is_male', 'is_actor']",Acting
Ray Park,"['is_male', 'is_actor']",Acting
Sarah Polley,"['is_female', 'is_actor']",Acting
Lisa Rinna,"['is_female', 'is_actor']",Acting
Janine Turner,"['is_female', 'is_actor']",Acting
Levi Fiehler,"['is_male', 'is_actor']",Acting
Lu Han,"['is_male', 'is_actor']",Acting
Koo Stark,"['is_female', 'is_actor']",Acting
Takayuki Yamada,"['is_male', 'is_actor']",Acting
Steve Austin,"['is_male', 'is_actor']",Acting
Marnette Patterson,"['is_female', 'is_actor']",Acting
Jacob Anderson,"['is_male', 'is_actor']",Acting
James B. Sikking,"['is_male', 'is_actor']",Acting
Kyle MacLachlan,"['is_male', 'is_actor']",Acting
Brian George,"['is_male', 'is_actor']",Acting
Maggie Elizabeth Jones,"['is_female', 'is_actor']",Acting
Bebe Drake,"['is_female', 'is_actor']",Acting
Halina Reijn,"['is_female', 'is_actor']",Acting
Alice Wetterlund,"['is_female', 'is_actor']",Acting
Havan Flores,"['is_male', 'is_actor']",Acting
Mervat Amin,"['is_female', 'is_actor']",Acting
Danneel Ackles,"['is_female', 'is_actor']",Acting
Lucinda Jenney,"['is_female', 'is_actor']",Acting
Paulina Porizkova,"['is_female', 'is_actor']",Acting
Harvey Korman,"['is_male', 'is_actor']",Acting
Amy Redford,"['is_female', 'is_actor']",Acting
Han Hyun-min,"['is_male', 'is_actor']",Acting
Rona-Lee Shim'on,"['is_female', 'is_actor']",Acting
Lindsay Lohan,"['is_female', 'is_actor']",Acting
Rossif Sutherland,"['is_male', 'is_actor']",Acting
Marlene Lawston,"['is_female', 'is_actor']",Acting
Marc Evan Jackson,"['is_male', 'is_actor']",Acting
Martin Shaw,"['is_male', 'is_actor']",Acting
Eileen Brennan,"['is_female', 'is_actor']",Acting
John Ashton,"['is_male', 'is_actor']",Acting
Brooke Burns,"['is_female', 'is_actor']",Acting
Linda Fiorentino,"['is_female', 'is_actor']",Acting
Ram Charan,"['is_male', 'is_actor']",Acting
Marianne Stanicheva,"['is_female', 'is_producer']",Production
Mariya Lisovaya,"['is_female', 'is_actor']",Acting
Nancy Allen,"['is_female', 'is_actor']",Acting
Reba McEntire,"['is_female', 'is_actor']",Acting
William Atherton,"['is_male', 'is_actor']",Acting
Oliver Stark,"['is_male', 'is_actor']",Acting
Fabrice Josso,"['is_male', 'is_actor']",Acting
Barbara Alyn Woods,"['is_female', 'is_actor']",Acting
Robert Oliveri,"['is_male', 'is_actor']",Acting
Laura Carmichael,"['is_female', 'is_actor']",Acting
Miriam Leone,"['is_female', 'is_actor']",Acting
Mark Bogatyrev,"['is_male', 'is_actor']",Acting
Mark Rolston,"['is_male', 'is_actor']",Acting
Ilia Isorelýs Paulino,"['is_female', 'is_actor']",Acting
Jimmy Jitaraphol Potiwihok,"['is_male', 'is_actor']",Acting
Milana Vayntrub,"['is_female', 'is_actor']",Acting
Kyle Richards,"['is_female', 'is_actor']",Acting
Jennifer Taylor,"['is_female', 'is_actor']",Acting
Özlem Conker,"['is_female', 'is_actor']",Acting
Benjamin Norris,"['is_male', 'is_actor']",Acting
Garance Marillier,"['is_female', 'is_actor']",Acting
Sarah Rowland Doroff,"['is_female', 'is_actor']",Acting
Hunter Parrish,"['is_male', 'is_actor']",Acting
Sarah Lancaster,"['is_female', 'is_actor']",Acting
Chloe Maayan,"['is_female', 'is_actor']",Acting
Danny Strong,"['is_male', 'is_actor']",Acting
Tyler Hynes,"['is_male', 'is_actor']",Acting
Christian Clavier,"['is_male', 'is_actor']",Acting
Francisco Denis,['is_actor'],Acting
Julia Davis,"['is_female', 'is_actor']",Acting
Silje Torp,"['is_female', 'is_actor']",Acting
Jill Wagner,"['is_female', 'is_actor']",Acting
Emilie Ullerup,"['is_female', 'is_actor']",Acting
Paul Gleason,"['is_male', 'is_actor']",Acting
Dağhan Külegeç,"['is_male', 'is_actor']",Acting
Taylor Hill,"['is_female', 'is_actor']",Acting
Donnie Wahlberg,"['is_male', 'is_actor']",Acting
Brenda Crichlow,"['is_female', 'is_actor']",Acting
Sam Hazeldine,"['is_male', 'is_actor']",Acting
Paula Usero,"['is_female', 'is_actor']",Acting
Katrina Norman,"['is_female', 'is_actor']",Acting
Steven Waddington,"['is_male', 'is_actor']",Acting
Barbra Streisand,"['is_female', 'is_actor']",Acting
Joan Chen,"['is_female', 'is_actor']",Acting
Jade Pettyjohn,"['is_female', 'is_actor']",Acting
Dominique Pinon,"['is_male', 'is_actor']",Acting
Eric Bogosian,"['is_male', 'is_actor']",Acting
Dominic Allburn,"['is_male', 'is_actor']",Acting
Jing Lusi,"['is_female', 'is_actor']",Acting
Tequan Richmond,"['is_male', 'is_actor']",Acting
Ed O'Ross,"['is_male', 'is_actor']",Acting
Humphrey Bogart,"['is_male', 'is_actor']",Acting
Ray Campbell,"['is_male', 'is_actor']",Acting
Julieta Vallina,"['is_female', 'is_actor']",Acting
Jack Weston,"['is_male', 'is_actor']",Acting
Amelia Crouch,"['is_female', 'is_actor']",Acting
Fernando Rey,"['is_male', 'is_actor']",Acting
Luna Fulgencio,['is_actor'],Acting
Nathan Parsons,"['is_male', 'is_actor']",Acting
Nick Cassavetes,"['is_male', 'is_actor']",Acting
Sophia Mitri Schloss,"['is_female', 'is_actor']",Acting
Gigi Lai,"['is_female', 'is_actor']",Acting
Stephanie Hyam,"['is_female', 'is_actor']",Acting
Aimee-Ffion Edwards,"['is_female', 'is_actor']",Acting
Yannick Bisson,"['is_male', 'is_actor']",Acting
Ed Oxenbould,"['is_male', 'is_actor']",Acting
John Lurie,"['is_male', 'is_actor']",Acting
Teo Briones,"['is_male', 'is_actor']",Acting
Unax Ugalde,"['is_male', 'is_actor']",Acting
Paolo Gumabao,['is_actor'],Acting
Elizabeth Taylor,"['is_female', 'is_actor']",Acting
Deng Lun,"['is_male', 'is_actor']",Acting
Oh Dal-su,"['is_male', 'is_actor']",Acting
Tawny Cypress,"['is_female', 'is_actor']",Acting
Ed Speleers,"['is_male', 'is_actor']",Acting
Tyner Rushing,"['is_female', 'is_actor']",Acting
Amy Lindsay,"['is_female', 'is_actor']",Acting
Skyler Samuels,"['is_female', 'is_actor']",Acting
Deborah Shelton,"['is_female', 'is_actor']",Acting
Claude Akins,"['is_male', 'is_actor']",Acting
Zyra Gorecki,"['is_female', 'is_actor']",Acting
Luis Tosar,"['is_male', 'is_actor']",Acting
Firas Nassar,"['is_male', 'is_actor']",Acting
Suzuka Nakamoto,"['is_female', 'is_actor']",Acting
Marsha Hunt,"['is_female', 'is_actor']",Acting
Takumi Kitamura,"['is_male', 'is_actor']",Acting
Rachel DiPillo,"['is_female', 'is_actor']",Acting
Aiko Beemsterboer,"['is_female', 'is_actor']",Acting
Lucy Loken,"['is_female', 'is_actor']",Acting
Laurie Kynaston,"['is_male', 'is_actor']",Acting
Heather Langenkamp,"['is_female', 'is_actor']",Acting
Jamie-Lynn Sigler,"['is_female', 'is_actor']",Acting
Paola Lázaro,"['is_female', 'is_actor']",Acting
Jennifer Pudavick,"['is_female', 'is_actor']",Acting
Glenn Morshower,"['is_male', 'is_actor']",Acting
Ricky Whittle,"['is_male', 'is_actor']",Acting
Bill Paterson,"['is_male', 'is_actor']",Acting
Don Harvey,"['is_male', 'is_actor']",Acting
Simone Ashley,"['is_female', 'is_actor']",Acting
Sam McMurray,"['is_male', 'is_actor']",Acting
Andrew Phung,"['is_male', 'is_actor']",Acting
Amanda Bynes,"['is_female', 'is_actor']",Acting
Oh Hye-soo,"['is_female', 'is_actor']",Acting
Maggie Lawson,"['is_female', 'is_actor']",Acting
Billy Crystal,"['is_male', 'is_actor']",Acting
Murat Ünalmış,"['is_male', 'is_actor']",Acting
Kelli Garner,"['is_female', 'is_actor']",Acting
Jackson White,"['is_male', 'is_actor']",Acting
Erika Marozsán,"['is_female', 'is_actor']",Acting
Samuel Hunt,"['is_male', 'is_actor']",Acting
Jean-Pierre Léaud,"['is_male', 'is_actor']",Acting
Helene Joy,"['is_female', 'is_actor']",Acting
David Gallagher,"['is_male', 'is_actor']",Acting
Ireine Song,"['is_female', 'is_actor']",Acting
Jang Young-nam,"['is_female', 'is_actor']",Acting
Lina Hüesker,"['is_female', 'is_actor']",Acting
Lux Pascal,"['is_female', 'is_actor']",Acting
Ashley Benson,"['is_female', 'is_actor']",Acting
Tammy Gillis,"['is_female', 'is_actor']",Acting
Jake Manley,"['is_male', 'is_actor']",Acting
Geoffrey Arend,"['is_male', 'is_actor']",Acting
Joe Dempsie,"['is_male', 'is_actor']",Acting
Eren Vurdem,"['is_male', 'is_actor']",Acting
Sarah Desjardins,"['is_female', 'is_actor']",Acting
McKaley Miller,"['is_female', 'is_actor']",Acting
Ned Beatty,"['is_male', 'is_actor']",Acting
Emily Bergl,"['is_female', 'is_actor']",Acting
William Wisher,"['is_male', 'is_writer']",Writing
Mikaela Hoover,"['is_female', 'is_actor']",Acting
Takashi Miike,"['is_male', 'is_director']",Directing
Richard Beymer,"['is_male', 'is_actor']",Acting
Candela Márquez,"['is_female', 'is_actor']",Acting
Cengiz Coşkun,"['is_male', 'is_actor']",Acting
Nur Sürer,"['is_female', 'is_actor']",Acting
Scott Thompson,"['is_male', 'is_actor']",Acting
John Ratzenberger,"['is_male', 'is_actor']",Acting
Jordan Bolger,"['is_male', 'is_actor']",Acting
Ola Rapace,"['is_male', 'is_actor']",Acting
Natasha Little,"['is_female', 'is_actor']",Acting
Drew Fuller,"['is_male', 'is_actor']",Acting
Chris Sanders,"['is_male', 'is_actor']",Acting
Mayuu Yokota,"['is_female', 'is_actor']",Acting
Ayumu Murase,"['is_male', 'is_actor']",Acting
Slavitza Jovan,"['is_female', 'is_actor']",Acting
Hannah Ware,"['is_female', 'is_actor']",Acting
Melanie Papalia,"['is_female', 'is_actor']",Acting
Liz Solari,"['is_female', 'is_actor']",Acting
Anna Galiena,"['is_female', 'is_actor']",Acting
Moritz Bleibtreu,"['is_male', 'is_actor']",Acting
Eiko Koike,"['is_female', 'is_actor']",Acting
Mili Avital,"['is_female', 'is_actor']",Acting
Mandeep Dhillon,"['is_female', 'is_actor']",Acting
Greta Gerwig,"['is_female', 'is_actor']",Acting
Lisa,"['is_female', 'is_actor']",Acting
Tom McGrath,"['is_male', 'is_actor']",Acting
Robert Smigel,"['is_male', 'is_actor']",Acting
Adam Copeland,"['is_male', 'is_actor']",Acting
Hallea Jones,"['is_female', 'is_actor']",Acting
Richmond Arquette,"['is_male', 'is_actor']",Acting
Cody Fern,"['is_male', 'is_actor']",Acting
Lauren Ash,"['is_female', 'is_actor']",Acting
Julie Peters,"['is_female', 'is_actor']",Acting
Kimmy Tong Fei,"['is_female', 'is_actor']",Acting
Emily Perkins,"['is_female', 'is_actor']",Acting
Gina Mastrogiacomo,"['is_female', 'is_actor']",Acting
Gavin Drea,['is_actor'],Acting
Eva Melander,"['is_female', 'is_actor']",Acting
Erin Karpluk,"['is_female', 'is_actor']",Acting
Melissanthi Mahut,"['is_female', 'is_actor']",Acting
Mio Sugiyama,"['is_female', 'is_actor']",Acting
Frances Lee McCain,"['is_female', 'is_actor']",Acting
Leonie Benesch,"['is_female', 'is_actor']",Acting
Hugh Skinner,"['is_male', 'is_actor']",Acting
Danna García,"['is_female', 'is_actor']",Acting
Erin Cummings,"['is_female', 'is_actor']",Acting
Justine Bateman,"['is_female', 'is_actor']",Acting
Graham Wardle,"['is_male', 'is_actor']",Acting
Eleonora Gaggero,"['is_female', 'is_actor']",Acting
Jasper Pääkkönen,"['is_male', 'is_actor']",Acting
Marina Vlady,"['is_female', 'is_actor']",Acting
Mélanie Thierry,"['is_female', 'is_actor']",Acting
Meredith Salenger,"['is_female', 'is_actor']",Acting
Aoi Koga,"['is_female', 'is_actor']",Acting
Madison McLaughlin,"['is_female', 'is_actor']",Acting
Victor Mature,"['is_male', 'is_actor']",Acting
Carla Sehn,"['is_female', 'is_actor']",Acting
George Segal,"['is_male', 'is_actor']",Acting
Daniel Dae Kim,"['is_male', 'is_actor']",Acting
Sab Aggabao,"['is_female', 'is_actor']",Acting
Shin-ichiro Miki,"['is_male', 'is_actor']",Acting
Nestor Carbonell,"['is_male', 'is_actor']",Acting
Omari Hardwick,"['is_male', 'is_actor']",Acting
Cynthia Rothrock,"['is_female', 'is_actor']",Acting
